order_id,customer_id,order_date,branch,order_total
O001061,C00136,2025-05-26,Rugby,5017.99
O001062,C00136,2026-02-12,Rugby,2474.5
O001063,C00136,2025-03-28,Rugby,2384.97
O001064,C00136,2024-04-20,Rugby,5778.66
O001065,C00136,2025-05-17,Rugby,5502.91
O001066,C00137,2026-04-09,Nuneaton,4675.9
O001067,C00137,2025-08-04,Nuneaton,10440.86
O001068,C00137,2026-04-27,Nuneaton,7680.59
O001069,C00137,2025-03-13,Nuneaton,6409.1
O001070,C00137,2025-05-25,Nuneaton,6599.37
O001071,C00137,2024-01-24,Nuneaton,1282.29
O001072,C00137,2025-02-03,Nuneaton,3238.74
O001073,C00137,2025-08-12,Nuneaton,7224.74
O001074,C00137,2024-11-15,Nuneaton,8136.51
O001075,C00137,2025-10-30,Nuneaton,2650.12
O001076,C00137,2025-03-07,Nuneaton,2389.88
O001077,C00137,2025-07-14,Nuneaton,3807.22
O001078,C00137,2024-03-15,Nuneaton,6402.03
O001079,C00137,2026-01-27,Nuneaton,2885.0
O001080,C00137,2025-05-23,Nuneaton,4157.07
O001081,C00138,2025-11-29,Nuneaton,1803.52
O001082,C00138,2024-02-23,Nuneaton,4904.54
O001083,C00138,2024-04-28,Nuneaton,6780.94
O001084,C00138,2024-02-29,Nuneaton,3618.96
O001085,C00138,2024-08-20,Nuneaton,5147.02
O001086,C00140,2024-12-24,Rugby,10389.25
O001087,C00140,2024-03-19,Rugby,3195.52
O001088,C00140,2025-03-30,Rugby,3270.72
O001089,C00140,2025-06-23,Rugby,2334.01
O001090,C00140,2024-12-20,Rugby,3464.67
O001091,C00140,2026-05-11,Rugby,3089.37
O001092,C00140,2025-12-16,Rugby,4894.97
O001093,C00140,2024-10-03,Rugby,1124.9
O001094,C00140,2026-05-25,Rugby,7107.77
O001095,C00140,2025-11-06,Rugby,6708.95
O001096,C00140,2025-09-15,Rugby,2596.34
O001097,C00140,2024-12-15,Rugby,7895.03
O001098,C00140,2026-05-29,Rugby,10359.08
O001099,C00140,2026-02-02,Rugby,967.25
O001100,C00140,2026-03-29,Rugby,5110.61
O001101,C00140,2025-08-07,Rugby,6560.54
O001102,C00140,2024-05-07,Rugby,4703.28
O001103,C00140,2025-04-18,Rugby,242.75
O001104,C00140,2025-04-22,Rugby,559.32
O001105,C00140,2025-05-06,Rugby,11481.56
O001106,C00141,2024-09-10,Birmingham South,2129.45
O001107,C00143,2024-03-03,Northampton,4226.2
O001108,C00143,2025-09-06,Northampton,1330.76
O001109,C00143,2025-03-30,Northampton,462.06
O001110,C00143,2024-08-30,Northampton,4536.62
O001111,C00143,2024-03-14,Northampton,5498.72
O001112,C00143,2025-02-21,Northampton,4006.79
O001113,C00143,2025-01-12,Northampton,126.15
O001114,C00143,2025-08-28,Northampton,983.0
O001115,C00143,2024-08-04,Northampton,5758.87
O001116,C00143,2024-08-08,Northampton,4786.78
O001117,C00143,2024-08-17,Northampton,9479.12
O001118,C00144,2026-05-06,Leicester,5787.3
O001119,C00144,2025-12-10,Leicester,5145.34
O001120,C00144,2024-03-22,Leicester,6257.16
O001121,C00145,2025-07-04,Northampton,3240.41
O001122,C00145,2025-11-12,Northampton,3363.79
O001123,C00145,2024-11-17,Northampton,1708.14
O001124,C00145,2025-03-07,Northampton,6438.03
O001125,C00145,2024-05-03,Northampton,3062.02
O001126,C00145,2026-05-03,Northampton,5281.51
O001127,C00145,2025-03-08,Northampton,3199.74
O001128,C00145,2024-05-01,Northampton,8108.55
O001129,C00145,2024-04-20,Northampton,1464.12
O001130,C00146,2024-09-01,Northampton,4019.75
O001131,C00147,2024-11-24,Rugby,4830.78
O001132,C00147,2025-05-20,Rugby,11247.95
O001133,C00147,2026-05-14,Rugby,1514.98
O001134,C00147,2025-03-16,Rugby,7282.08
O001135,C00147,2024-10-21,Rugby,5226.59
O001136,C00147,2025-09-12,Rugby,788.88
O001137,C00147,2025-11-13,Rugby,3094.07
O001138,C00147,2024-01-29,Rugby,5233.03
O001139,C00147,2024-07-27,Rugby,5557.91
O001140,C00147,2026-04-30,Rugby,3926.25
O001141,C00147,2024-09-26,Rugby,1151.6
O001142,C00147,2024-10-12,Rugby,559.32
O001143,C00147,2026-04-02,Rugby,1164.56
O001144,C00147,2026-01-14,Rugby,597.9
O001145,C00147,2025-06-03,Rugby,5003.01
O001146,C00148,2024-10-12,Leicester,46.61
O001147,C00149,2025-04-26,Binley (Coventry),2523.12
O001148,C00149,2024-10-16,Binley (Coventry),3896.93
O001149,C00149,2026-05-27,Binley (Coventry),2974.41
O001150,C00149,2025-07-25,Binley (Coventry),10126.5
O001151,C00149,2025-10-15,Binley (Coventry),4097.32
O001152,C00149,2026-06-15,Binley (Coventry),8623.61
O001153,C00149,2025-07-10,Binley (Coventry),4213.86
O001154,C00149,2024-09-10,Binley (Coventry),4354.62
O001155,C00149,2025-12-22,Binley (Coventry),5258.88
O001156,C00150,2025-06-03,Binley (Coventry),3695.34
O001157,C00150,2025-07-29,Binley (Coventry),5456.34
O001158,C00150,2025-03-11,Binley (Coventry),4421.27
O001159,C00151,2026-03-09,Rugby,932.2
O001160,C00151,2025-09-17,Rugby,1750.83
O001161,C00151,2024-04-02,Rugby,2465.45
O001162,C00151,2025-06-15,Rugby,1831.81
O001163,C00151,2026-05-08,Rugby,7202.9
O001164,C00151,2025-07-20,Rugby,229.17
O001165,C00151,2026-02-12,Rugby,4219.46
O001166,C00151,2024-08-23,Rugby,2507.95
O001167,C00152,2024-03-16,Nuneaton,5309.36
O001168,C00153,2026-03-14,Rugby,3010.74
O001169,C00153,2025-04-14,Rugby,2834.49
O001170,C00153,2025-01-20,Rugby,6098.37
O001171,C00153,2025-05-09,Rugby,3970.77
O001172,C00153,2024-01-18,Rugby,5003.85
O001173,C00154,2025-01-13,Leicester,3586.69
O001174,C00154,2025-07-28,Leicester,6570.32
O001175,C00155,2025-06-19,Leicester,7047.22
O001176,C00155,2024-11-25,Leicester,12360.21
O001177,C00155,2024-11-16,Leicester,5721.15
O001178,C00155,2025-07-22,Leicester,394.44
O001179,C00155,2025-03-11,Leicester,454.85
O001180,C00155,2026-02-14,Leicester,1253.92
O001181,C00155,2026-02-05,Leicester,516.32
O001182,C00155,2025-03-24,Leicester,3372.88
O001183,C00155,2025-05-22,Leicester,6840.55
O001184,C00155,2024-05-23,Leicester,5348.55
O001185,C00155,2025-09-21,Leicester,4497.37
O001186,C00155,2025-12-02,Leicester,6013.35
O001187,C00156,2026-02-03,Birmingham South,1334.18
O001188,C00156,2024-11-21,Birmingham South,3058.51
O001189,C00157,2025-10-01,Birmingham South,5922.05
O001190,C00158,2024-07-25,Nuneaton,4763.52
O001191,C00159,2025-07-31,Rugby,1355.92
O001192,C00159,2025-08-24,Rugby,12151.02
O001193,C00159,2025-11-15,Rugby,6215.09
O001194,C00159,2024-05-30,Rugby,2168.6
O001195,C00159,2024-03-20,Rugby,1355.92
O001196,C00159,2026-04-06,Rugby,6168.83
O001197,C00159,2025-07-27,Rugby,5924.49
O001198,C00159,2025-06-27,Rugby,4621.0
O001199,C00159,2026-05-12,Rugby,788.29
O001200,C00159,2026-05-10,Rugby,6864.22
O001201,C00160,2026-02-28,Birmingham South,6758.76
O001202,C00160,2025-01-26,Birmingham South,2947.58
O001203,C00160,2025-01-04,Birmingham South,4856.19
O001204,C00161,2024-02-14,Nuneaton,6316.76
O001205,C00161,2025-09-14,Nuneaton,6777.94
O001206,C00161,2024-01-30,Nuneaton,3312.58
O001207,C00161,2025-03-30,Nuneaton,398.6
O001208,C00163,2025-06-12,Northampton,605.93
O001209,C00163,2025-03-02,Northampton,854.07
O001210,C00163,2026-04-24,Northampton,5513.17
O001211,C00163,2025-12-06,Northampton,6398.9
O001212,C00163,2024-04-30,Northampton,6556.42
O001213,C00163,2024-03-31,Northampton,295.83
O001214,C00163,2024-07-05,Northampton,811.36
O001215,C00163,2025-08-28,Northampton,585.78
O001216,C00164,2026-06-17,Northampton,608.01
O001217,C00164,2024-11-13,Northampton,909.7
O001218,C00164,2024-07-01,Northampton,3723.23
O001219,C00164,2024-10-06,Northampton,1042.29
O001220,C00165,2024-12-23,Northampton,7001.94
O001221,C00165,2025-08-05,Northampton,2847.66
O001222,C00165,2024-07-31,Northampton,2746.89
O001223,C00165,2025-06-09,Northampton,3016.11
O001224,C00165,2024-02-02,Northampton,924.12
O001225,C00165,2025-05-01,Northampton,5533.81
O001226,C00165,2025-07-31,Northampton,5912.95
O001227,C00165,2024-06-11,Northampton,6130.52
O001228,C00165,2024-06-15,Northampton,7213.5
O001229,C00165,2025-08-12,Northampton,5994.17
O001230,C00165,2024-12-11,Northampton,6434.77
O001231,C00166,2024-06-16,Rugby,4607.36
O001232,C00166,2025-11-10,Rugby,2299.77
O001233,C00166,2026-03-31,Rugby,4101.02
O001234,C00166,2024-07-24,Rugby,1127.46
O001235,C00166,2026-05-28,Rugby,1893.33
O001236,C00166,2025-12-02,Rugby,8816.88
O001237,C00166,2025-12-04,Rugby,4954.93
O001238,C00166,2025-01-31,Rugby,1767.44
O001239,C00166,2026-03-02,Rugby,4860.94
O001240,C00166,2025-06-30,Rugby,2641.12
O001241,C00166,2025-11-16,Rugby,9585.53
O001242,C00166,2026-04-22,Rugby,4114.2
O001243,C00167,2024-07-11,Birmingham South,1371.4
O001244,C00167,2025-03-21,Birmingham South,1295.45
O001245,C00168,2025-01-31,Northampton,5491.16
O001246,C00168,2026-05-04,Northampton,728.25
O001247,C00168,2024-12-20,Northampton,2665.39
O001248,C00169,2025-08-11,Binley (Coventry),8169.11
O001249,C00169,2024-09-21,Binley (Coventry),3085.65
O001250,C00169,2025-05-29,Binley (Coventry),5745.41
O001251,C00170,2026-06-10,Rugby,79.76
O001252,C00170,2024-12-11,Rugby,7361.15
O001253,C00170,2024-02-10,Rugby,3685.12
O001254,C00170,2025-04-16,Rugby,7850.43
O001255,C00170,2024-12-11,Rugby,3349.56
O001256,C00170,2024-10-27,Rugby,3609.51
O001257,C00170,2025-09-02,Rugby,330.14
O001258,C00170,2025-06-28,Rugby,3518.57
O001259,C00170,2025-03-17,Rugby,7005.11
O001260,C00170,2025-08-05,Rugby,3745.17
O001261,C00170,2025-01-26,Rugby,5788.08
O001262,C00170,2026-02-03,Rugby,4231.33
O001263,C00170,2026-03-23,Rugby,4762.1
O001264,C00170,2025-06-10,Rugby,13791.04
O001265,C00170,2024-10-08,Rugby,3317.98
O001266,C00170,2025-02-12,Rugby,1616.52
O001267,C00170,2025-02-20,Rugby,2951.75
O001268,C00170,2024-10-08,Rugby,5170.61
O001269,C00170,2024-08-18,Rugby,1139.93
O001270,C00170,2024-08-14,Rugby,2057.1
O001271,C00171,2025-07-08,Binley (Coventry),6050.87
O001272,C00171,2026-04-22,Binley (Coventry),7994.59
O001273,C00171,2025-11-20,Binley (Coventry),9567.22
O001274,C00171,2024-12-19,Binley (Coventry),2331.38
O001275,C00171,2025-01-13,Binley (Coventry),1942.55
O001276,C00172,2025-03-01,Nuneaton,976.3
O001277,C00172,2025-07-23,Nuneaton,4525.94
O001278,C00172,2024-04-09,Nuneaton,4674.07
O001279,C00172,2025-02-22,Nuneaton,4951.37
O001280,C00172,2026-02-27,Nuneaton,6273.46
O001281,C00172,2025-06-29,Nuneaton,7571.14
O001282,C00172,2026-06-13,Nuneaton,545.11
O001283,C00172,2026-04-29,Nuneaton,4222.17
O001284,C00172,2025-08-17,Nuneaton,8049.47
O001285,C00172,2025-09-26,Nuneaton,9284.44
O001286,C00172,2025-08-05,Nuneaton,6194.2
O001287,C00173,2026-01-10,Birmingham South,2611.16
O001288,C00173,2024-05-15,Birmingham South,7283.27
O001289,C00173,2025-04-15,Birmingham South,4297.83
O001290,C00173,2026-03-26,Birmingham South,4051.4
O001291,C00174,2024-01-08,Northampton,2475.34
O001292,C00174,2026-06-06,Northampton,11058.34
O001293,C00174,2025-10-24,Northampton,6138.75
O001294,C00174,2025-02-13,Northampton,7658.27
O001295,C00175,2024-09-05,Leicester,3776.87
O001296,C00175,2026-02-14,Leicester,3326.73
O001297,C00175,2025-12-17,Leicester,2099.76
O001298,C00176,2025-12-31,Nuneaton,2073.27
O001299,C00176,2025-05-01,Nuneaton,4061.1
O001300,C00176,2026-05-29,Nuneaton,7247.35
O001301,C00177,2025-05-03,Birmingham South,11902.27
O001302,C00177,2025-01-22,Birmingham South,9410.42
O001303,C00177,2024-01-15,Birmingham South,797.2
O001304,C00177,2024-11-12,Birmingham South,3251.65
O001305,C00177,2026-03-07,Birmingham South,1435.21
O001306,C00178,2026-01-29,Nuneaton,2628.67
O001307,C00178,2025-10-03,Nuneaton,512.71
O001308,C00178,2025-06-03,Nuneaton,2138.22
O001309,C00178,2025-07-01,Nuneaton,12239.88
O001310,C00178,2026-03-27,Nuneaton,1617.92
O001311,C00178,2025-12-07,Nuneaton,4944.62
O001312,C00179,2024-03-03,Leicester,7315.03
O001313,C00179,2025-04-20,Leicester,225.44
O001314,C00179,2024-11-22,Leicester,2194.24
O001315,C00179,2024-04-29,Leicester,7757.52
O001316,C00179,2025-05-13,Leicester,4116.64
O001317,C00180,2025-09-07,Rugby,6760.51
O001318,C00180,2025-06-10,Rugby,4311.87
O001319,C00180,2024-12-15,Rugby,4074.98
O001320,C00181,2024-08-28,Birmingham South,4454.6
O001321,C00182,2024-08-06,Leicester,3420.62
O001322,C00183,2024-07-15,Binley (Coventry),9276.3
O001323,C00183,2025-10-31,Binley (Coventry),7564.47
O001324,C00183,2024-05-28,Binley (Coventry),4930.4
O001325,C00184,2024-02-26,Nuneaton,5089.33
O001326,C00184,2024-08-01,Nuneaton,3285.29
O001327,C00184,2026-03-20,Nuneaton,7483.74
O001328,C00184,2026-05-26,Nuneaton,4581.81
O001329,C00184,2026-01-08,Nuneaton,9563.71
O001330,C00184,2025-08-23,Nuneaton,7008.09
O001331,C00184,2024-10-18,Nuneaton,952.2
O001332,C00184,2026-06-20,Nuneaton,1395.1
O001333,C00184,2026-04-24,Nuneaton,5173.68
O001334,C00184,2025-08-10,Nuneaton,2666.88
O001335,C00184,2024-12-01,Nuneaton,4159.47
O001336,C00184,2026-05-23,Nuneaton,4873.38
O001337,C00185,2025-11-24,Birmingham South,1729.62
O001338,C00185,2025-10-19,Birmingham South,5524.17
O001339,C00185,2025-01-17,Birmingham South,3340.82
O001340,C00185,2024-02-02,Birmingham South,8292.94
O001341,C00185,2025-08-01,Birmingham South,450.88
O001342,C00185,2025-06-28,Birmingham South,3555.45
O001343,C00185,2025-04-24,Birmingham South,8283.33
O001344,C00185,2025-10-28,Birmingham South,6205.0
O001345,C00185,2025-06-24,Birmingham South,7368.04
O001346,C00185,2024-01-20,Birmingham South,2024.55
O001347,C00185,2025-03-13,Birmingham South,5326.4
O001348,C00186,2026-02-27,Binley (Coventry),6446.68
O001349,C00186,2024-11-11,Binley (Coventry),3603.7
O001350,C00186,2026-05-14,Binley (Coventry),488.15
O001351,C00186,2025-07-07,Binley (Coventry),2186.34
O001352,C00187,2024-08-10,Northampton,5361.94
O001353,C00187,2024-01-27,Northampton,5883.9
O001354,C00187,2024-07-22,Northampton,2218.85
O001355,C00187,2024-04-05,Northampton,4602.75
O001356,C00187,2024-05-04,Northampton,2584.76
O001357,C00187,2026-01-28,Northampton,7405.41
O001358,C00187,2024-09-18,Northampton,4988.07
O001359,C00187,2024-11-13,Northampton,1604.1
O001360,C00187,2024-08-22,Northampton,2665.39
O001361,C00187,2026-06-15,Northampton,3347.18
O001362,C00187,2024-06-30,Northampton,6141.63
O001363,C00187,2025-01-15,Northampton,3523.41
O001364,C00188,2026-05-11,Leicester,1437.81
O001365,C00188,2026-06-29,Leicester,8846.66
O001366,C00188,2026-02-19,Leicester,4296.23
O001367,C00188,2024-04-25,Leicester,12548.25
O001368,C00188,2026-04-08,Leicester,403.68
O001369,C00188,2025-04-25,Leicester,6167.68
O001370,C00188,2025-11-15,Leicester,3047.04
O001371,C00188,2026-02-05,Leicester,5217.98
O001372,C00188,2024-10-16,Leicester,8174.03
O001373,C00188,2025-06-13,Leicester,6863.07
O001374,C00188,2026-02-04,Leicester,2793.83
O001375,C00188,2026-05-05,Leicester,902.33
O001376,C00188,2025-08-08,Leicester,10048.55
O001377,C00188,2025-04-09,Leicester,7069.67
O001378,C00188,2024-09-18,Leicester,7990.98
O001379,C00188,2025-11-15,Leicester,3804.19
O001380,C00188,2025-10-19,Leicester,838.98
O001381,C00188,2024-05-09,Leicester,2760.75
O001382,C00188,2026-04-29,Leicester,884.7
O001383,C00188,2025-12-30,Leicester,6563.38
O001384,C00188,2025-07-20,Leicester,792.37
O001385,C00189,2024-07-22,Rugby,6338.3
O001386,C00189,2025-06-21,Rugby,3774.42
O001387,C00189,2025-01-06,Rugby,5416.14
O001388,C00189,2024-08-19,Rugby,2906.94
O001389,C00189,2026-05-28,Rugby,3953.47
O001390,C00189,2025-02-03,Rugby,4928.09
O001391,C00189,2025-12-26,Rugby,6687.42
O001392,C00189,2024-05-23,Rugby,1832.88
O001393,C00190,2024-09-11,Rugby,2624.27
O001394,C00190,2024-05-06,Rugby,3809.84
O001395,C00190,2025-06-17,Rugby,4647.84
O001396,C00190,2025-11-07,Rugby,2382.71
O001397,C00190,2026-06-20,Rugby,2425.86
O001398,C00190,2024-04-25,Rugby,9470.79
O001399,C00190,2024-04-15,Rugby,2911.4
O001400,C00190,2025-09-05,Rugby,8644.62
O001401,C00190,2024-02-28,Rugby,2072.88
O001402,C00190,2026-05-12,Rugby,8104.96
O001403,C00190,2025-11-13,Rugby,3700.04
O001404,C00190,2025-08-22,Rugby,8360.11
O001405,C00191,2025-09-08,Rugby,954.52
O001406,C00191,2025-08-12,Rugby,393.2
O001407,C00191,2025-01-04,Rugby,10770.19
O001408,C00191,2025-08-10,Rugby,6953.74
O001409,C00192,2026-04-01,Nuneaton,2183.55
O001410,C00192,2026-05-19,Nuneaton,4430.68
O001411,C00192,2024-10-10,Nuneaton,8399.78
O001412,C00192,2026-02-28,Nuneaton,6734.22
O001413,C00192,2024-12-26,Nuneaton,5084.88
O001414,C00192,2025-10-16,Nuneaton,6450.48
O001415,C00192,2026-05-26,Nuneaton,6507.13
O001416,C00192,2024-01-17,Nuneaton,2605.66
O001417,C00192,2024-11-13,Nuneaton,8512.79
O001418,C00192,2025-12-13,Nuneaton,411.42
O001419,C00192,2024-04-02,Nuneaton,8388.95
O001420,C00192,2025-02-10,Nuneaton,1304.14
O001421,C00192,2025-09-20,Nuneaton,6344.39
O001422,C00192,2024-01-27,Nuneaton,4647.26
O001423,C00192,2024-01-13,Nuneaton,6466.01
O001424,C00192,2025-02-28,Nuneaton,12239.7
O001425,C00192,2026-02-03,Nuneaton,5849.17
O001426,C00192,2025-01-08,Nuneaton,1533.96
O001427,C00192,2025-12-10,Nuneaton,4942.96
O001428,C00192,2025-08-15,Nuneaton,2413.31
O001429,C00192,2025-07-02,Nuneaton,3695.88
O001430,C00192,2026-01-04,Nuneaton,13388.24
O001431,C00192,2025-08-28,Nuneaton,4494.91
O001432,C00192,2024-12-21,Nuneaton,6110.76
O001433,C00192,2024-09-15,Nuneaton,2072.6
O001434,C00193,2024-11-13,Leicester,9139.11
O001435,C00193,2025-11-28,Leicester,11551.21
O001436,C00193,2024-03-06,Leicester,7606.12
O001437,C00193,2026-01-16,Leicester,298.95
O001438,C00193,2024-04-06,Leicester,7987.9
O001439,C00193,2024-05-21,Leicester,1533.24
O001440,C00193,2026-06-19,Leicester,3816.41
O001441,C00193,2024-08-20,Leicester,5257.54
O001442,C00193,2024-09-20,Leicester,4621.0
O001443,C00193,2024-03-03,Leicester,4272.27
O001444,C00193,2025-01-28,Leicester,9339.76
O001445,C00193,2026-05-29,Leicester,279.66
O001446,C00194,2024-12-19,Birmingham South,1151.6
O001447,C00194,2025-09-06,Birmingham South,7949.86
O001448,C00194,2024-06-01,Birmingham South,6665.24
O001449,C00194,2024-04-20,Birmingham South,4402.85
O001450,C00194,2025-05-24,Birmingham South,4991.56
O001451,C00194,2025-04-10,Birmingham South,5654.78
O001452,C00194,2025-01-09,Birmingham South,3271.07
O001453,C00194,2026-03-24,Birmingham South,7485.45
O001454,C00195,2026-02-14,Binley (Coventry),6719.71
O001455,C00195,2025-03-21,Binley (Coventry),7928.23
O001456,C00195,2025-02-02,Binley (Coventry),3983.49
O001457,C00195,2026-05-01,Binley (Coventry),411.42
O001458,C00195,2024-11-10,Binley (Coventry),6618.95
O001459,C00197,2025-06-04,Binley (Coventry),5265.99
O001460,C00197,2024-07-09,Binley (Coventry),1008.44
O001461,C00197,2025-05-22,Binley (Coventry),4977.63
O001462,C00197,2024-02-16,Binley (Coventry),2972.14
O001463,C00197,2024-06-30,Binley (Coventry),2808.14
O001464,C00198,2024-07-28,Leicester,5463.91
O001465,C00198,2024-10-11,Leicester,2259.15
O001466,C00198,2025-09-06,Leicester,2665.39
O001467,C00198,2024-02-12,Leicester,2465.34
O001468,C00198,2026-03-21,Leicester,3857.76
O001469,C00199,2025-02-08,Birmingham South,2791.14
O001470,C00200,2024-04-24,Northampton,3649.64
O001471,C00200,2024-03-26,Northampton,2576.7
O001472,C00200,2025-09-22,Northampton,6712.17
O001473,C00200,2025-11-09,Northampton,5984.39
O001474,C00200,2024-06-28,Northampton,5271.97
O001475,C00200,2024-06-05,Northampton,3802.74
O001476,C00200,2025-11-04,Northampton,11040.85
O001477,C00200,2025-07-24,Northampton,1102.8
O001478,C00200,2024-04-24,Northampton,2726.97
O001479,C00200,2025-07-01,Northampton,1234.26
O001480,C00200,2026-01-11,Northampton,2667.4
O001481,C00200,2025-01-25,Northampton,477.26
O001482,C00200,2026-04-13,Northampton,6337.91
O001483,C00201,2025-04-05,Rugby,5250.16
O001484,C00201,2024-12-19,Rugby,8042.26
O001485,C00201,2024-05-27,Rugby,4418.08
O001486,C00201,2025-01-11,Rugby,1604.1
O001487,C00201,2024-05-27,Rugby,3398.5
O001488,C00201,2025-12-28,Rugby,7559.36
O001489,C00201,2025-04-16,Rugby,5190.92
O001490,C00201,2026-01-10,Rugby,11453.73
O001491,C00201,2025-01-18,Rugby,3993.8
O001492,C00201,2025-10-29,Rugby,4238.13
O001493,C00201,2024-08-10,Rugby,6425.85
O001494,C00201,2024-07-03,Rugby,6167.52
O001495,C00201,2026-02-26,Rugby,4532.36
O001496,C00201,2024-06-03,Rugby,11013.2
O001497,C00201,2026-02-20,Rugby,2139.85
O001498,C00201,2026-06-01,Rugby,298.95
O001499,C00201,2024-11-16,Rugby,2654.96
O001500,C00201,2025-01-06,Rugby,7947.58
O001501,C00201,2024-11-06,Rugby,3774.42
O001502,C00201,2024-06-12,Rugby,3182.42
O001503,C00201,2025-09-25,Rugby,3337.92
O001504,C00201,2025-03-31,Rugby,195.26
O001505,C00201,2024-05-18,Rugby,4268.44
O001506,C00201,2025-08-21,Rugby,9549.12
O001507,C00201,2024-03-11,Rugby,3471.83
O001508,C00201,2024-06-02,Rugby,690.27
O001509,C00201,2025-10-11,Rugby,5513.05
O001510,C00201,2026-03-29,Rugby,8057.83
O001511,C00201,2024-07-15,Rugby,6265.98
O001512,C00201,2025-12-18,Rugby,3235.88
O001513,C00202,2024-05-13,Birmingham South,6892.89
O001514,C00202,2025-12-12,Birmingham South,4185.15
O001515,C00202,2025-02-20,Birmingham South,2712.31
O001516,C00203,2026-04-04,Leicester,2230.55
O001517,C00203,2026-04-05,Leicester,552.15
O001518,C00203,2024-06-30,Leicester,1931.25
O001519,C00203,2024-01-10,Leicester,1601.27
O001520,C00203,2026-06-10,Leicester,7949.07
O001521,C00203,2024-02-27,Leicester,1003.08
O001522,C00203,2024-04-03,Leicester,1903.3
O001523,C00204,2025-01-31,Northampton,6552.86
O001524,C00205,2025-03-29,Northampton,1277.76
O001525,C00205,2024-07-21,Northampton,3583.67
O001526,C00205,2025-12-20,Northampton,822.84
O001527,C00206,2025-09-07,Northampton,5401.43
O001528,C00206,2025-06-27,Northampton,1845.27
O001529,C00206,2024-10-15,Northampton,4220.75
O001530,C00206,2024-12-18,Northampton,2879.94
O001531,C00207,2025-08-25,Leicester,5521.67
O001532,C00207,2026-01-14,Leicester,8193.96
O001533,C00207,2024-11-03,Leicester,4086.58
O001534,C00207,2025-12-08,Leicester,8080.05
O001535,C00207,2025-04-19,Leicester,4906.11
O001536,C00207,2026-03-18,Leicester,5909.37
O001537,C00207,2024-01-15,Leicester,6435.23
O001538,C00207,2024-08-10,Leicester,1767.35
O001539,C00207,2025-04-28,Leicester,931.18
O001540,C00207,2025-05-24,Leicester,2571.26
O001541,C00207,2025-05-13,Leicester,5721.88
O001542,C00207,2024-03-09,Leicester,3634.18
O001543,C00207,2025-06-15,Leicester,4638.39
O001544,C00207,2025-10-07,Leicester,7567.24
O001545,C00207,2024-05-12,Leicester,7357.97
O001546,C00207,2024-01-19,Leicester,7317.84
O001547,C00207,2026-03-16,Leicester,3130.62
O001548,C00207,2024-11-25,Leicester,11744.69
O001549,C00207,2026-06-30,Leicester,1694.05
O001550,C00207,2026-06-20,Leicester,454.85
O001551,C00207,2025-09-30,Leicester,6624.51
O001552,C00207,2024-03-09,Leicester,3371.94
O001553,C00207,2025-04-30,Leicester,2439.38
O001554,C00207,2024-12-30,Leicester,11107.74
O001555,C00207,2024-07-23,Leicester,2904.4
O001556,C00207,2024-05-03,Leicester,9042.48
O001557,C00207,2024-10-16,Leicester,3026.63
O001558,C00207,2024-11-01,Leicester,570.12
O001559,C00207,2024-03-21,Leicester,3960.13
O001560,C00208,2025-04-11,Binley (Coventry),4327.66
O001561,C00209,2026-06-07,Rugby,4804.35
O001562,C00210,2024-11-30,Birmingham South,8220.5
O001563,C00210,2024-02-27,Birmingham South,1181.37
O001564,C00210,2024-06-04,Birmingham South,924.12
O001565,C00210,2025-12-31,Birmingham South,2635.68
O001566,C00211,2025-02-14,Nuneaton,8872.36
O001567,C00211,2025-04-04,Nuneaton,1223.39
O001568,C00211,2024-09-02,Nuneaton,3690.54
O001569,C00211,2024-01-25,Nuneaton,1640.24
O001570,C00211,2025-05-05,Nuneaton,1927.36
O001571,C00211,2026-02-15,Nuneaton,1588.97
O001572,C00211,2024-11-23,Nuneaton,4765.75
O001573,C00211,2026-02-22,Nuneaton,5643.69
O001574,C00211,2024-02-11,Nuneaton,3597.77
O001575,C00211,2025-08-19,Nuneaton,7057.66
O001576,C00211,2025-02-10,Nuneaton,2334.16
O001577,C00212,2026-05-04,Rugby,3141.48
O001578,C00212,2024-07-19,Rugby,3476.65
O001579,C00212,2024-01-30,Rugby,6599.07
O001580,C00212,2024-04-25,Rugby,363.88
O001581,C00212,2026-01-30,Rugby,3581.96
O001582,C00212,2026-05-02,Rugby,5174.06
O001583,C00212,2025-04-19,Rugby,1640.24
O001584,C00212,2025-08-03,Rugby,2477.07
O001585,C00212,2026-04-29,Rugby,3206.64
O001586,C00212,2026-01-07,Rugby,8848.82
O001587,C00212,2025-07-28,Rugby,5335.0
O001588,C00212,2026-05-23,Rugby,411.42
O001589,C00212,2026-05-27,Rugby,419.49
O001590,C00212,2024-01-01,Rugby,5740.35
O001591,C00213,2024-03-18,Birmingham South,2557.96
O001592,C00213,2024-11-05,Birmingham South,1802.53
O001593,C00213,2025-10-13,Birmingham South,3696.8
O001594,C00213,2024-06-27,Birmingham South,147.45
O001595,C00213,2026-01-12,Birmingham South,8758.01
O001596,C00213,2024-10-06,Birmingham South,3679.24
O001597,C00213,2024-08-08,Birmingham South,1182.61
O001598,C00213,2024-01-31,Birmingham South,2666.16
O001599,C00213,2026-04-30,Birmingham South,4151.95
O001600,C00213,2026-01-06,Birmingham South,5691.66
O001601,C00213,2026-04-09,Birmingham South,410.06
O001602,C00213,2026-06-13,Birmingham South,5230.38
O001603,C00213,2024-03-31,Birmingham South,10395.66
