order_line_id,order_id,product_id,quantity,unit_price,line_total
OL001702,O000564,P0005,4,79.76,319.04
OL001703,O000564,P0023,11,103.63,1139.93
OL001704,O000564,P0013,17,90.97,1546.49
OL001705,O000564,P0017,19,154.02,2926.38
OL001706,O000565,P0015,14,242.75,3398.5
OL001707,O000565,P0004,14,49.15,688.1
OL001708,O000565,P0005,3,79.76,239.28
OL001709,O000566,P0012,17,165.07,2806.19
OL001710,O000567,P0018,9,112.72,1014.48
OL001711,O000567,P0017,19,154.02,2926.38
OL001712,O000567,P0025,16,97.63,1562.08
OL001713,O000567,P0013,14,90.97,1273.58
OL001714,O000567,P0028,15,230.32,3454.8
OL001715,O000568,P0024,5,145.57,727.85
OL001716,O000568,P0014,17,160.41,2726.97
OL001717,O000568,P0027,5,86.28,431.4
OL001718,O000568,P0006,16,73.76,1180.16
OL001719,O000569,P0005,17,79.76,1355.92
OL001720,O000569,P0031,4,46.61,186.44
OL001721,O000569,P0023,7,103.63,725.41
OL001722,O000569,P0017,15,154.02,2310.3
OL001723,O000570,P0024,6,145.57,873.42
OL001724,O000571,P0030,20,98.61,1972.2
OL001725,O000571,P0031,14,46.61,652.54
OL001726,O000571,P0004,4,49.15,196.6
OL001727,O000572,P0019,17,238.63,4056.71
OL001728,O000572,P0010,5,25.23,126.15
OL001729,O000572,P0002,4,240.92,963.68
OL001730,O000573,P0012,1,165.07,165.07
OL001731,O000573,P0010,5,25.23,126.15
OL001732,O000573,P0016,5,190.44,952.2
OL001733,O000574,P0014,10,160.41,1604.1
OL001734,O000574,P0002,7,240.92,1686.44
OL001735,O000574,P0030,6,98.61,591.66
OL001736,O000574,P0029,16,231.05,3696.8
OL001737,O000574,P0010,1,25.23,25.23
OL001738,O000575,P0012,16,165.07,2641.12
OL001739,O000575,P0003,19,122.01,2318.19
OL001740,O000575,P0028,10,230.32,2303.2
OL001741,O000575,P0002,19,240.92,4577.48
OL001742,O000575,P0014,15,160.41,2406.15
OL001743,O000576,P0016,5,190.44,952.2
OL001744,O000576,P0027,5,86.28,431.4
OL001745,O000576,P0024,17,145.57,2474.69
OL001746,O000576,P0020,15,205.71,3085.65
OL001747,O000577,P0022,11,176.81,1944.91
OL001748,O000577,P0015,3,242.75,728.25
OL001749,O000577,P0005,20,79.76,1595.2
OL001750,O000577,P0028,20,230.32,4606.4
OL001751,O000578,P0008,18,184.05,3312.9
OL001752,O000578,P0029,2,231.05,462.1
OL001753,O000578,P0013,15,90.97,1364.55
OL001754,O000578,P0011,9,99.65,896.85
OL001755,O000579,P0028,6,230.32,1381.92
OL001756,O000580,P0019,10,238.63,2386.3
OL001757,O000581,P0021,18,205.03,3690.54
OL001758,O000582,P0031,18,46.61,838.98
OL001759,O000582,P0020,19,205.71,3908.49
OL001760,O000583,P0031,19,46.61,885.59
OL001761,O000584,P0025,17,97.63,1659.71
OL001762,O000584,P0016,1,190.44,190.44
OL001763,O000585,P0006,7,73.76,516.32
OL001764,O000585,P0031,8,46.61,372.88
OL001765,O000585,P0001,19,135.95,2583.05
OL001766,O000585,P0009,15,118.79,1781.85
OL001767,O000585,P0026,3,209.69,629.07
OL001768,O000586,P0020,16,205.71,3291.36
OL001769,O000586,P0011,1,99.65,99.65
OL001770,O000586,P0013,11,90.97,1000.67
OL001771,O000586,P0019,14,238.63,3340.82
OL001772,O000586,P0002,6,240.92,1445.52
OL001773,O000587,P0028,17,230.32,3915.44
OL001774,O000588,P0009,6,118.79,712.74
OL001775,O000588,P0003,10,122.01,1220.1
OL001776,O000588,P0004,5,49.15,245.75
OL001777,O000588,P0018,6,112.72,676.32
OL001778,O000589,P0005,10,79.76,797.6
OL001779,O000590,P0002,11,240.92,2650.12
OL001780,O000590,P0020,6,205.71,1234.26
OL001781,O000591,P0010,13,25.23,327.99
OL001782,O000592,P0005,11,79.76,877.36
OL001783,O000592,P0014,9,160.41,1443.69
OL001784,O000592,P0029,13,231.05,3003.65
OL001785,O000593,P0002,7,240.92,1686.44
OL001786,O000594,P0002,18,240.92,4336.56
OL001787,O000594,P0011,14,99.65,1395.1
OL001788,O000594,P0015,3,242.75,728.25
OL001789,O000595,P0014,8,160.41,1283.28
OL001790,O000596,P0009,18,118.79,2138.22
OL001791,O000597,P0008,18,184.05,3312.9
OL001792,O000598,P0010,14,25.23,353.22
OL001793,O000598,P0019,15,238.63,3579.45
OL001794,O000599,P0007,18,137.14,2468.52
OL001795,O000599,P0026,6,209.69,1258.14
OL001796,O000599,P0031,8,46.61,372.88
OL001797,O000599,P0005,18,79.76,1435.68
OL001798,O000599,P0012,14,165.07,2310.98
OL001799,O000600,P0002,20,240.92,4818.4
OL001800,O000600,P0001,10,135.95,1359.5
OL001801,O000600,P0027,6,86.28,517.68
OL001802,O000600,P0015,1,242.75,242.75
OL001803,O000601,P0009,13,118.79,1544.27
OL001804,O000601,P0020,12,205.71,2468.52
OL001805,O000601,P0027,7,86.28,603.96
OL001806,O000601,P0022,19,176.81,3359.39
OL001807,O000602,P0010,19,25.23,479.37
OL001808,O000602,P0002,3,240.92,722.76
OL001809,O000602,P0006,10,73.76,737.6
OL001810,O000602,P0024,3,145.57,436.71
OL001811,O000602,P0018,13,112.72,1465.36
OL001812,O000603,P0027,5,86.28,431.4
OL001813,O000604,P0009,17,118.79,2019.43
OL001814,O000604,P0029,11,231.05,2541.55
OL001815,O000604,P0014,11,160.41,1764.51
OL001816,O000604,P0007,9,137.14,1234.26
OL001817,O000604,P0020,15,205.71,3085.65
OL001818,O000605,P0022,11,176.81,1944.91
OL001819,O000605,P0011,7,99.65,697.55
OL001820,O000606,P0011,1,99.65,99.65
OL001821,O000606,P0001,20,135.95,2719.0
OL001822,O000606,P0030,16,98.61,1577.76
OL001823,O000606,P0023,1,103.63,103.63
OL001824,O000606,P0005,1,79.76,79.76
OL001825,O000607,P0026,3,209.69,629.07
OL001826,O000608,P0029,15,231.05,3465.75
OL001827,O000609,P0012,13,165.07,2145.91
OL001828,O000610,P0012,1,165.07,165.07
OL001829,O000610,P0013,4,90.97,363.88
OL001830,O000610,P0006,15,73.76,1106.4
OL001831,O000610,P0027,12,86.28,1035.36
OL001832,O000610,P0025,7,97.63,683.41
OL001833,O000611,P0027,20,86.28,1725.6
OL001834,O000612,P0026,8,209.69,1677.52
OL001835,O000612,P0023,16,103.63,1658.08
OL001836,O000612,P0008,12,184.05,2208.6
OL001837,O000613,P0016,20,190.44,3808.8
OL001838,O000613,P0029,7,231.05,1617.35
OL001839,O000613,P0023,1,103.63,103.63
OL001840,O000614,P0004,17,49.15,835.55
OL001841,O000614,P0028,16,230.32,3685.12
OL001842,O000614,P0009,6,118.79,712.74
OL001843,O000614,P0019,18,238.63,4295.34
OL001844,O000615,P0022,19,176.81,3359.39
OL001845,O000615,P0020,5,205.71,1028.55
OL001846,O000615,P0019,3,238.63,715.89
OL001847,O000615,P0006,5,73.76,368.8
OL001848,O000615,P0003,9,122.01,1098.09
OL001849,O000616,P0029,9,231.05,2079.45
OL001850,O000616,P0017,7,154.02,1078.14
OL001851,O000617,P0029,2,231.05,462.1
OL001852,O000617,P0015,11,242.75,2670.25
OL001853,O000617,P0001,14,135.95,1903.3
OL001854,O000617,P0031,14,46.61,652.54
OL001855,O000617,P0014,9,160.41,1443.69
OL001856,O000618,P0015,2,242.75,485.5
OL001857,O000618,P0016,8,190.44,1523.52
OL001858,O000618,P0012,2,165.07,330.14
OL001859,O000618,P0017,9,154.02,1386.18
OL001860,O000618,P0025,14,97.63,1366.82
OL001861,O000619,P0011,11,99.65,1096.15
OL001862,O000619,P0001,3,135.95,407.85
OL001863,O000619,P0013,19,90.97,1728.43
OL001864,O000619,P0007,1,137.14,137.14
OL001865,O000620,P0023,3,103.63,310.89
OL001866,O000620,P0014,8,160.41,1283.28
OL001867,O000621,P0011,3,99.65,298.95
OL001868,O000621,P0010,4,25.23,100.92
OL001869,O000622,P0008,8,184.05,1472.4
OL001870,O000622,P0004,11,49.15,540.65
OL001871,O000622,P0016,2,190.44,380.88
OL001872,O000623,P0017,3,154.02,462.06
OL001873,O000623,P0026,20,209.69,4193.8
OL001874,O000623,P0008,20,184.05,3681.0
OL001875,O000624,P0021,15,205.03,3075.45
OL001876,O000625,P0003,2,122.01,244.02
OL001877,O000626,P0011,3,99.65,298.95
OL001878,O000626,P0029,5,231.05,1155.25
OL001879,O000626,P0028,2,230.32,460.64
OL001880,O000626,P0023,15,103.63,1554.45
OL001881,O000627,P0020,3,205.71,617.13
OL001882,O000627,P0021,4,205.03,820.12
OL001883,O000627,P0014,2,160.41,320.82
OL001884,O000628,P0010,13,25.23,327.99
OL001885,O000629,P0020,14,205.71,2879.94
OL001886,O000630,P0026,13,209.69,2725.97
OL001887,O000630,P0022,15,176.81,2652.15
OL001888,O000630,P0020,14,205.71,2879.94
OL001889,O000630,P0001,20,135.95,2719.0
OL001890,O000630,P0015,20,242.75,4855.0
OL001891,O000631,P0021,1,205.03,205.03
OL001892,O000631,P0031,15,46.61,699.15
OL001893,O000631,P0022,17,176.81,3005.77
OL001894,O000632,P0007,3,137.14,411.42
OL001895,O000632,P0004,19,49.15,933.85
OL001896,O000632,P0001,7,135.95,951.65
OL001897,O000632,P0020,19,205.71,3908.49
OL001898,O000632,P0023,5,103.63,518.15
OL001899,O000633,P0009,20,118.79,2375.8
OL001900,O000633,P0012,15,165.07,2476.05
OL001901,O000633,P0014,6,160.41,962.46
OL001902,O000633,P0016,8,190.44,1523.52
OL001903,O000633,P0024,5,145.57,727.85
OL001904,O000634,P0002,5,240.92,1204.6
OL001905,O000635,P0014,12,160.41,1924.92
OL001906,O000635,P0017,10,154.02,1540.2
OL001907,O000635,P0031,19,46.61,885.59
OL001908,O000635,P0021,18,205.03,3690.54
OL001909,O000635,P0025,5,97.63,488.15
OL001910,O000636,P0010,1,25.23,25.23
OL001911,O000636,P0020,17,205.71,3497.07
OL001912,O000636,P0011,19,99.65,1893.35
OL001913,O000636,P0012,5,165.07,825.35
OL001914,O000637,P0017,18,154.02,2772.36
OL001915,O000637,P0027,2,86.28,172.56
OL001916,O000638,P0007,7,137.14,959.98
OL001917,O000638,P0021,3,205.03,615.09
OL001918,O000638,P0030,11,98.61,1084.71
OL001919,O000639,P0023,19,103.63,1968.97
OL001920,O000639,P0015,19,242.75,4612.25
OL001921,O000639,P0020,11,205.71,2262.81
OL001922,O000639,P0011,20,99.65,1993.0
OL001923,O000640,P0011,2,99.65,199.3
OL001924,O000640,P0006,16,73.76,1180.16
OL001925,O000640,P0004,8,49.15,393.2
OL001926,O000640,P0015,1,242.75,242.75
OL001927,O000641,P0023,15,103.63,1554.45
OL001928,O000641,P0008,20,184.05,3681.0
OL001929,O000642,P0016,11,190.44,2094.84
OL001930,O000642,P0024,13,145.57,1892.41
OL001931,O000643,P0006,1,73.76,73.76
OL001932,O000643,P0027,3,86.28,258.84
OL001933,O000643,P0001,12,135.95,1631.4
OL001934,O000643,P0012,1,165.07,165.07
OL001935,O000644,P0005,10,79.76,797.6
OL001936,O000645,P0021,12,205.03,2460.36
OL001937,O000645,P0019,2,238.63,477.26
OL001938,O000646,P0007,6,137.14,822.84
OL001939,O000646,P0010,8,25.23,201.84
OL001940,O000647,P0024,18,145.57,2620.26
OL001941,O000647,P0006,8,73.76,590.08
OL001942,O000647,P0011,6,99.65,597.9
OL001943,O000648,P0006,9,73.76,663.84
OL001944,O000649,P0027,5,86.28,431.4
OL001945,O000650,P0012,12,165.07,1980.84
OL001946,O000650,P0026,6,209.69,1258.14
OL001947,O000651,P0029,5,231.05,1155.25
OL001948,O000651,P0014,5,160.41,802.05
OL001949,O000651,P0023,7,103.63,725.41
OL001950,O000651,P0003,7,122.01,854.07
OL001951,O000651,P0004,18,49.15,884.7
OL001952,O000652,P0011,8,99.65,797.2
OL001953,O000652,P0020,2,205.71,411.42
OL001954,O000652,P0014,20,160.41,3208.2
OL001955,O000653,P0028,10,230.32,2303.2
OL001956,O000653,P0018,5,112.72,563.6
OL001957,O000654,P0002,9,240.92,2168.28
OL001958,O000654,P0021,5,205.03,1025.15
OL001959,O000655,P0031,3,46.61,139.83
OL001960,O000655,P0019,16,238.63,3818.08
OL001961,O000655,P0029,20,231.05,4621.0
OL001962,O000655,P0016,3,190.44,571.32
OL001963,O000655,P0007,6,137.14,822.84
OL001964,O000656,P0025,12,97.63,1171.56
OL001965,O000656,P0029,16,231.05,3696.8
OL001966,O000656,P0021,17,205.03,3485.51
OL001967,O000656,P0017,15,154.02,2310.3
OL001968,O000657,P0023,16,103.63,1658.08
OL001969,O000657,P0012,16,165.07,2641.12
OL001970,O000657,P0017,16,154.02,2464.32
OL001971,O000658,P0013,2,90.97,181.94
OL001972,O000658,P0021,7,205.03,1435.21
OL001973,O000658,P0030,8,98.61,788.88
OL001974,O000658,P0026,7,209.69,1467.83
OL001975,O000658,P0019,15,238.63,3579.45
OL001976,O000659,P0013,10,90.97,909.7
OL001977,O000659,P0007,14,137.14,1919.96
OL001978,O000660,P0019,12,238.63,2863.56
OL001979,O000660,P0006,9,73.76,663.84
OL001980,O000660,P0030,18,98.61,1774.98
OL001981,O000660,P0027,3,86.28,258.84
OL001982,O000661,P0002,14,240.92,3372.88
OL001983,O000661,P0015,15,242.75,3641.25
OL001984,O000661,P0017,15,154.02,2310.3
OL001985,O000661,P0020,14,205.71,2879.94
OL001986,O000661,P0011,14,99.65,1395.1
OL001987,O000662,P0011,6,99.65,597.9
OL001988,O000662,P0009,15,118.79,1781.85
OL001989,O000662,P0013,8,90.97,727.76
OL001990,O000662,P0001,9,135.95,1223.55
OL001991,O000663,P0012,3,165.07,495.21
OL001992,O000664,P0017,9,154.02,1386.18
OL001993,O000664,P0018,8,112.72,901.76
OL001994,O000664,P0021,4,205.03,820.12
OL001995,O000664,P0003,4,122.01,488.04
OL001996,O000664,P0026,3,209.69,629.07
OL001997,O000665,P0018,7,112.72,789.04
OL001998,O000666,P0022,9,176.81,1591.29
OL001999,O000666,P0011,10,99.65,996.5
OL002000,O000667,P0007,5,137.14,685.7
OL002001,O000667,P0023,18,103.63,1865.34
OL002002,O000667,P0020,9,205.71,1851.39
OL002003,O000668,P0010,13,25.23,327.99
OL002004,O000668,P0027,13,86.28,1121.64
OL002005,O000668,P0012,19,165.07,3136.33
OL002006,O000669,P0016,17,190.44,3237.48
OL002007,O000670,P0028,8,230.32,1842.56
OL002008,O000670,P0013,8,90.97,727.76
OL002009,O000671,P0016,17,190.44,3237.48
OL002010,O000671,P0008,19,184.05,3496.95
OL002011,O000672,P0025,3,97.63,292.89
OL002012,O000672,P0015,11,242.75,2670.25
OL002013,O000672,P0024,7,145.57,1018.99
OL002014,O000672,P0027,14,86.28,1207.92
OL002015,O000672,P0011,14,99.65,1395.1
OL002016,O000673,P0015,12,242.75,2913.0
OL002017,O000673,P0028,5,230.32,1151.6
OL002018,O000673,P0018,19,112.72,2141.68
OL002019,O000673,P0001,5,135.95,679.75
OL002020,O000674,P0016,12,190.44,2285.28
OL002021,O000675,P0014,13,160.41,2085.33
OL002022,O000675,P0022,18,176.81,3182.58
OL002023,O000676,P0019,2,238.63,477.26
OL002024,O000676,P0001,5,135.95,679.75
OL002025,O000676,P0026,5,209.69,1048.45
OL002026,O000677,P0021,13,205.03,2665.39
OL002027,O000677,P0026,13,209.69,2725.97
OL002028,O000677,P0020,7,205.71,1439.97
OL002029,O000677,P0030,13,98.61,1281.93
OL002030,O000677,P0019,3,238.63,715.89
OL002031,O000678,P0021,6,205.03,1230.18
OL002032,O000678,P0029,4,231.05,924.2
OL002033,O000678,P0010,18,25.23,454.14
OL002034,O000678,P0003,6,122.01,732.06
OL002035,O000679,P0010,17,25.23,428.91
OL002036,O000679,P0007,3,137.14,411.42
OL002037,O000679,P0008,15,184.05,2760.75
OL002038,O000679,P0022,2,176.81,353.62
OL002039,O000680,P0001,14,135.95,1903.3
OL002040,O000680,P0006,13,73.76,958.88
OL002041,O000680,P0011,6,99.65,597.9
OL002042,O000680,P0028,4,230.32,921.28
OL002043,O000680,P0030,5,98.61,493.05
OL002044,O000681,P0016,7,190.44,1333.08
OL002045,O000681,P0024,5,145.57,727.85
OL002046,O000681,P0003,7,122.01,854.07
OL002047,O000681,P0013,10,90.97,909.7
OL002048,O000682,P0006,10,73.76,737.6
OL002049,O000682,P0020,19,205.71,3908.49
OL002050,O000682,P0019,7,238.63,1670.41
OL002051,O000682,P0031,17,46.61,792.37
OL002052,O000683,P0009,15,118.79,1781.85
OL002053,O000683,P0007,3,137.14,411.42
OL002054,O000683,P0001,13,135.95,1767.35
OL002055,O000683,P0005,20,79.76,1595.2
OL002056,O000684,P0017,19,154.02,2926.38
OL002057,O000684,P0011,16,99.65,1594.4
OL002058,O000685,P0019,10,238.63,2386.3
OL002059,O000685,P0002,15,240.92,3613.8
OL002060,O000685,P0024,12,145.57,1746.84
OL002061,O000685,P0003,10,122.01,1220.1
OL002062,O000686,P0027,8,86.28,690.24
OL002063,O000686,P0026,6,209.69,1258.14
OL002064,O000686,P0028,20,230.32,4606.4
OL002065,O000686,P0006,14,73.76,1032.64
OL002066,O000686,P0014,15,160.41,2406.15
OL002067,O000687,P0023,4,103.63,414.52
OL002068,O000687,P0019,13,238.63,3102.19
OL002069,O000688,P0008,6,184.05,1104.3
OL002070,O000689,P0010,7,25.23,176.61
OL002071,O000689,P0022,16,176.81,2828.96
OL002072,O000689,P0030,14,98.61,1380.54
OL002073,O000689,P0003,18,122.01,2196.18
OL002074,O000689,P0023,4,103.63,414.52
OL002075,O000690,P0025,4,97.63,390.52
OL002076,O000691,P0014,9,160.41,1443.69
OL002077,O000691,P0015,7,242.75,1699.25
OL002078,O000691,P0006,17,73.76,1253.92
OL002079,O000692,P0001,15,135.95,2039.25
OL002080,O000692,P0003,13,122.01,1586.13
OL002081,O000692,P0021,11,205.03,2255.33
OL002082,O000692,P0023,13,103.63,1347.19
OL002083,O000693,P0013,1,90.97,90.97
OL002084,O000693,P0002,9,240.92,2168.28
OL002085,O000694,P0011,15,99.65,1494.75
OL002086,O000694,P0022,16,176.81,2828.96
OL002087,O000695,P0003,18,122.01,2196.18
OL002088,O000696,P0023,15,103.63,1554.45
OL002089,O000696,P0031,5,46.61,233.05
OL002090,O000697,P0027,20,86.28,1725.6
OL002091,O000697,P0006,4,73.76,295.04
OL002092,O000697,P0001,6,135.95,815.7
OL002093,O000698,P0018,13,112.72,1465.36
OL002094,O000699,P0022,1,176.81,176.81
OL002095,O000700,P0005,6,79.76,478.56
OL002096,O000700,P0015,7,242.75,1699.25
OL002097,O000700,P0012,2,165.07,330.14
OL002098,O000701,P0007,17,137.14,2331.38
OL002099,O000701,P0015,4,242.75,971.0
OL002100,O000701,P0023,13,103.63,1347.19
OL002101,O000701,P0002,10,240.92,2409.2
OL002102,O000701,P0027,15,86.28,1294.2
OL002103,O000702,P0001,8,135.95,1087.6
OL002104,O000702,P0002,12,240.92,2891.04
OL002105,O000702,P0025,8,97.63,781.04
OL002106,O000702,P0013,7,90.97,636.79
OL002107,O000702,P0007,3,137.14,411.42
OL002108,O000703,P0001,3,135.95,407.85
OL002109,O000703,P0011,8,99.65,797.2
OL002110,O000703,P0027,4,86.28,345.12
OL002111,O000703,P0007,6,137.14,822.84
OL002112,O000704,P0002,17,240.92,4095.64
OL002113,O000704,P0014,4,160.41,641.64
OL002114,O000705,P0011,7,99.65,697.55
OL002115,O000705,P0018,20,112.72,2254.4
OL002116,O000705,P0021,7,205.03,1435.21
OL002117,O000706,P0031,7,46.61,326.27
OL002118,O000706,P0014,4,160.41,641.64
OL002119,O000706,P0004,12,49.15,589.8
OL002120,O000706,P0008,11,184.05,2024.55
OL002121,O000707,P0013,11,90.97,1000.67
OL002122,O000708,P0007,9,137.14,1234.26
OL002123,O000708,P0015,20,242.75,4855.0
OL002124,O000708,P0008,12,184.05,2208.6
OL002125,O000708,P0003,2,122.01,244.02
OL002126,O000709,P0026,9,209.69,1887.21
OL002127,O000709,P0030,4,98.61,394.44
OL002128,O000709,P0028,20,230.32,4606.4
OL002129,O000709,P0019,11,238.63,2624.93
OL002130,O000709,P0006,13,73.76,958.88
OL002131,O000710,P0011,11,99.65,1096.15
OL002132,O000710,P0006,16,73.76,1180.16
OL002133,O000711,P0001,19,135.95,2583.05
OL002134,O000711,P0020,15,205.71,3085.65
OL002135,O000711,P0030,13,98.61,1281.93
OL002136,O000712,P0017,1,154.02,154.02
OL002137,O000712,P0019,8,238.63,1909.04
OL002138,O000713,P0025,14,97.63,1366.82
OL002139,O000713,P0029,8,231.05,1848.4
OL002140,O000713,P0004,20,49.15,983.0
OL002141,O000713,P0010,3,25.23,75.69
OL002142,O000713,P0008,2,184.05,368.1
OL002143,O000714,P0016,5,190.44,952.2
OL002144,O000714,P0010,13,25.23,327.99
OL002145,O000714,P0007,7,137.14,959.98
OL002146,O000715,P0008,20,184.05,3681.0
OL002147,O000716,P0005,2,79.76,159.52
OL002148,O000716,P0009,17,118.79,2019.43
OL002149,O000716,P0011,14,99.65,1395.1
OL002150,O000717,P0025,11,97.63,1073.93
OL002151,O000717,P0001,11,135.95,1495.45
OL002152,O000717,P0008,8,184.05,1472.4
OL002153,O000718,P0002,8,240.92,1927.36
OL002154,O000718,P0030,20,98.61,1972.2
OL002155,O000718,P0022,13,176.81,2298.53
OL002156,O000718,P0008,17,184.05,3128.85
OL002157,O000718,P0026,11,209.69,2306.59
OL002158,O000719,P0021,16,205.03,3280.48
OL002159,O000719,P0001,3,135.95,407.85
OL002160,O000719,P0003,7,122.01,854.07
OL002161,O000719,P0028,2,230.32,460.64
OL002162,O000720,P0031,5,46.61,233.05
OL002163,O000720,P0007,3,137.14,411.42
OL002164,O000721,P0018,8,112.72,901.76
OL002165,O000721,P0027,17,86.28,1466.76
OL002166,O000721,P0026,3,209.69,629.07
OL002167,O000721,P0030,14,98.61,1380.54
OL002168,O000721,P0007,15,137.14,2057.1
OL002169,O000722,P0024,8,145.57,1164.56
OL002170,O000722,P0007,14,137.14,1919.96
OL002171,O000723,P0008,7,184.05,1288.35
OL002172,O000723,P0010,9,25.23,227.07
OL002173,O000723,P0019,16,238.63,3818.08
OL002174,O000723,P0015,3,242.75,728.25
OL002175,O000723,P0031,12,46.61,559.32
OL002176,O000724,P0006,17,73.76,1253.92
OL002177,O000724,P0016,20,190.44,3808.8
OL002178,O000724,P0015,14,242.75,3398.5
OL002179,O000724,P0014,5,160.41,802.05
OL002180,O000725,P0001,3,135.95,407.85
OL002181,O000725,P0025,10,97.63,976.3
OL002182,O000725,P0013,20,90.97,1819.4
OL002183,O000725,P0014,18,160.41,2887.38
OL002184,O000726,P0024,10,145.57,1455.7
OL002185,O000726,P0006,15,73.76,1106.4
OL002186,O000726,P0009,10,118.79,1187.9
OL002187,O000726,P0013,13,90.97,1182.61
OL002188,O000726,P0015,18,242.75,4369.5
OL002189,O000727,P0003,16,122.01,1952.16
OL002190,O000727,P0011,7,99.65,697.55
OL002191,O000727,P0005,5,79.76,398.8
OL002192,O000727,P0023,7,103.63,725.41
OL002193,O000728,P0028,17,230.32,3915.44
OL002194,O000729,P0016,14,190.44,2666.16
OL002195,O000729,P0013,13,90.97,1182.61
OL002196,O000729,P0030,12,98.61,1183.32
OL002197,O000730,P0030,14,98.61,1380.54
OL002198,O000730,P0019,9,238.63,2147.67
OL002199,O000730,P0006,12,73.76,885.12
OL002200,O000730,P0007,17,137.14,2331.38
OL002201,O000731,P0021,13,205.03,2665.39
OL002202,O000731,P0023,14,103.63,1450.82
OL002203,O000731,P0012,8,165.07,1320.56
OL002204,O000731,P0002,8,240.92,1927.36
OL002205,O000732,P0030,12,98.61,1183.32
OL002206,O000733,P0023,5,103.63,518.15
OL002207,O000734,P0015,8,242.75,1942.0
OL002208,O000734,P0031,20,46.61,932.2
OL002209,O000734,P0022,19,176.81,3359.39
OL002210,O000734,P0005,6,79.76,478.56
OL002211,O000734,P0009,1,118.79,118.79
OL002212,O000735,P0021,13,205.03,2665.39
OL002213,O000736,P0029,14,231.05,3234.7
OL002214,O000736,P0003,6,122.01,732.06
OL002215,O000736,P0017,14,154.02,2156.28
OL002216,O000736,P0030,9,98.61,887.49
OL002217,O000736,P0007,10,137.14,1371.4
OL002218,O000737,P0025,9,97.63,878.67
OL002219,O000737,P0026,7,209.69,1467.83
OL002220,O000737,P0012,13,165.07,2145.91
OL002221,O000737,P0027,10,86.28,862.8
OL002222,O000737,P0005,1,79.76,79.76
OL002223,O000738,P0001,14,135.95,1903.3
OL002224,O000738,P0004,17,49.15,835.55
OL002225,O000738,P0003,14,122.01,1708.14
OL002226,O000738,P0025,10,97.63,976.3
OL002227,O000739,P0006,7,73.76,516.32
OL002228,O000739,P0012,16,165.07,2641.12
OL002229,O000739,P0023,6,103.63,621.78
OL002230,O000739,P0005,17,79.76,1355.92
OL002231,O000740,P0019,7,238.63,1670.41
OL002232,O000740,P0027,2,86.28,172.56
OL002233,O000740,P0007,6,137.14,822.84
OL002234,O000740,P0006,7,73.76,516.32
OL002235,O000741,P0003,3,122.01,366.03
OL002236,O000741,P0010,13,25.23,327.99
OL002237,O000742,P0003,19,122.01,2318.19
OL002238,O000742,P0011,8,99.65,797.2
OL002239,O000742,P0001,16,135.95,2175.2
OL002240,O000743,P0001,2,135.95,271.9
OL002241,O000744,P0022,19,176.81,3359.39
OL002242,O000745,P0004,7,49.15,344.05
OL002243,O000746,P0013,20,90.97,1819.4
OL002244,O000747,P0030,11,98.61,1084.71
OL002245,O000747,P0016,20,190.44,3808.8
OL002246,O000747,P0025,14,97.63,1366.82
OL002247,O000748,P0022,11,176.81,1944.91
OL002248,O000748,P0029,8,231.05,1848.4
OL002249,O000748,P0011,12,99.65,1195.8
OL002250,O000749,P0013,11,90.97,1000.67
OL002251,O000749,P0020,4,205.71,822.84
OL002252,O000749,P0002,1,240.92,240.92
OL002253,O000749,P0012,15,165.07,2476.05
OL002254,O000750,P0024,5,145.57,727.85
OL002255,O000750,P0027,1,86.28,86.28
OL002256,O000750,P0029,20,231.05,4621.0
OL002257,O000750,P0030,4,98.61,394.44
OL002258,O000751,P0009,8,118.79,950.32
OL002259,O000751,P0031,12,46.61,559.32
OL002260,O000751,P0023,15,103.63,1554.45
OL002261,O000751,P0025,20,97.63,1952.6
OL002262,O000751,P0027,16,86.28,1380.48
OL002263,O000752,P0022,11,176.81,1944.91
OL002264,O000752,P0007,1,137.14,137.14
OL002265,O000752,P0001,12,135.95,1631.4
OL002266,O000752,P0021,2,205.03,410.06
OL002267,O000753,P0022,20,176.81,3536.2
OL002268,O000753,P0015,16,242.75,3884.0
OL002269,O000753,P0008,13,184.05,2392.65
OL002270,O000754,P0024,13,145.57,1892.41
OL002271,O000755,P0007,19,137.14,2605.66
OL002272,O000755,P0023,17,103.63,1761.71
OL002273,O000755,P0005,2,79.76,159.52
OL002274,O000755,P0028,5,230.32,1151.6
OL002275,O000755,P0017,16,154.02,2464.32
OL002276,O000756,P0010,18,25.23,454.14
OL002277,O000757,P0006,4,73.76,295.04
OL002278,O000757,P0029,16,231.05,3696.8
OL002279,O000757,P0015,18,242.75,4369.5
OL002280,O000757,P0031,8,46.61,372.88
OL002281,O000758,P0006,11,73.76,811.36
OL002282,O000759,P0008,16,184.05,2944.8
OL002283,O000759,P0024,4,145.57,582.28
OL002284,O000759,P0009,5,118.79,593.95
OL002285,O000760,P0003,8,122.01,976.08
OL002286,O000760,P0026,19,209.69,3984.11
OL002287,O000760,P0023,20,103.63,2072.6
OL002288,O000760,P0011,3,99.65,298.95
OL002289,O000761,P0013,13,90.97,1182.61
OL002290,O000761,P0030,18,98.61,1774.98
OL002291,O000761,P0023,14,103.63,1450.82
OL002292,O000762,P0008,4,184.05,736.2
OL002293,O000762,P0009,10,118.79,1187.9
